text,label_encoded
web radio takes spanish rap global spin the radio dial in the us and you are likely to find plenty of spanishlanguage music. but what you will not find is much spanishlanguage hiphop. hiphop and rap are actually quite popular in the spanishspeaking world but local artists are having trouble marketing their work abroad. but now a us company is bringing rap and hiphop en espanol to computer users everywhere. los caballeros de plan g are one of mexico's hottest hiphop acts. they have a devoted fan base in their native monterrey. but most mexican hiphop fans not to mention fans in most of the spanishspeaking world rarely get a chance to hear the group's tracks on the radio. you can't really just go on the radio and listen to hiphop in spanish... it's just not accessible says manuel millan a native of san diego california. it's really hard for the spanish hiphop scene to get into mainstream radio. you usually have a very commercialised sound and the groups are not really known around the country or around the world. millan and two friends set out to change that  they wanted to make groups like los caballeros de plan g accessible to fans globally. mainstream radio stations were not going to play this kind of music and starting their own broadcast station was economically impossible. so millan and his friends launched a website called latinohiphopradio.com. the name says it all it is webbased radio devoted to the hottest spanish language rap and hiphop tracks. the site which is in both in english and spanish is meant to be easy to navigate. all the user has to do is download a media player. there are no djs. it is just music streamed over the net for free. suddenly with the help of the website los caballeros de plan g are producing export quality rap. the web might be just the right medium for spanish language hiphop right now. the genre is in what millan calls its infant stage. but the production values are improving and artists such as argentina's mustafa yoda are pushing to make it better and better. mustafa yoda is currently one of the hottest tracks on latinohiphopradio.com. he's considered the eminem of argentina and the latin american hiphop scene millan says. he really hasn't had that much exposure as far as anywhere in the world but he's definitely the one to look out for as far as becoming the next big thing in the spanishspeaking world. currently the chilean group makisa is also in latinohiphopradio.com's top 10 as is cuban artist papo record. every country's got it's own cultural differences and they try to put those into their own songs millan says. latinohiphopradio.com has been up and running for a couple of months now. the site has listeners from across the spanish speaking world. right now mexico leads the way accounting for about 50 of listeners. but web surfers in spain are logging in as well  about 25 of the web station's traffic comes from there. that is not surprising as many consider spain to be the leader in spanishlanguage rap and hiphop. millan says that spain is actually just behind the united states and france in terms of overall rap and hiphop production. that might be changing though as more and more latin american artists are finding audiences. but one spaniard is still firmly in latinohiphopradio.com's top 10. his name is tote king and manuel millan says that he is the hiphop leader in spain. on his track uno contra veinte emcees or one against 20 emcees tote king shows he is well aware of that fact. it's basically him bragging that he's one of the best emcees in spain right now millan says. and it's pretty much true. he has the tightest productions and his rap flow is impeccable it's amazing. latinohiphopradio.com is hoping to expand in the coming year. millan says they want to include more music and more news from the world of spanish language hiphop and rap. clark boyd is technology correspondent for the world a bbc world service and wgbhboston coproduction.,2
owen determined to stay in madrid england forward michael owen has told the bbc he is happy in spain and has no plans to quit real madrid to return to the premiership in the near future. but the 25yearold who has spent much of his time coming off the bench in la liga did not rule out a return to the premiership at some stage. i'm pleased with the start i've made here he told bbc radio five live. england is my country. it's definitely part of me but who knows whether if or when i'll be playing there again. owen who moved to the bernabeu from liverpool last summer has grabbed 11 goals for real but has been unable to replace raul or ronaldo in the starting lineup. however he said he was delighted with the way his time in spain was going and dismissed criticism of his decision to join real. when i first came there was a lot of scepticism back in england any maybe some out here he said. people were saying 'fourthchoice striker what are you going there for you'll be sat on the bench all the time'. but as much as our press like to build it up as if i've permanently had my backside on the bench i've played as many games as anyone else in the team this year. for a fourthchoice striker at the start i'm more than happy with the way i've settled in. recent speculation has linked owen with a move back to england with newcastle expressing their interest but the england striker said he is not ready to return home. he added i've got nothing against the premiership i mean that's where i first performed that's where i made my name. i can't keep my eyes off the premiership on television when i'm at home. when asked if it would have to be liverpool if he returned owen said i've not really given it much thought. i've got great memories of liverpool. no matter what happens it'll always be a club i have fond memories of and it will always have a place in my heart. it's very flattering to be linked to top clubs in england  i'm glad that noone is forgetting me but i couldn't have wished for a better start in madrid.  listen to the full interview with garry richardson on bbc radio five live's sportsweek at 0900 gmt on sunday.,1
camera phones are 'musthaves' four times more mobiles with cameras in them will be sold in europe by the end of 2004 than last year says a report from analysts gartner. globally the number sold will reach 159 million an increase of 104. the report predicts that nearly 70 of all mobile phones sold will have a builtin camera by 2008. improving imaging technology in mobiles is making them an increasingly musthave buy. in europe cameras on mobiles can take 1.3 megapixel images. but in japan and asia pacific where camera phone technology is much more advanced mobiles have already been released which can take 3.2 megapixel images. japan still dominates mobile phone technology and the uptake there is huge. by 2008 according to gartner 95 of all mobiles sold there will have cameras on them. camera phones had some teething problems when they were first launched as people struggled with poor quality images and uses for them as well as the complexity and expense of sending them via mms multimedia messaging services. this has changed in the last 18 months. handset makers have concentrated on trying to make phones easier to use. realising that people like to use their camera phones in different ways they have introduced more design features like rotating screens and viewfinders removable memory cards and easier controls to send picture messages. mobile companies have introduced more ways for people to share photos with other people. these have included giving people easier ways to publish them on websites or mobile blogs  moblogs. but the report suggests that until image quality increases more people will not be interested in printing out pictures at kiosks. image sensor technology inside cameras phones is improving. the gartner report suggests that by mid2005 it is likely that the image resolution of most camera phones will be more than two megapixels. consumer digital cameras images range from two to four megapixels in quality and up to six megapixels on a highend camera. but a lot of work is being done to make camera phones more like digital cameras. some handsets already feature limited zoom capability and manufacturers are looking into technological improvements that will let people take more photos in poorlylit conditions like nightclubs. other developments include wideangle modes basic editing features and better sensors and processors for recording film clips. images from camera phones have even made it into the art world. an exhibition next month in aid of the charity mencap will feature snaps taken from the camera phones of top artists. the exhibition fonetography will feature images taken by photographers david bailey rankin and nan goldin and artists sir peter blake tracey emin and jack vettriano. but some uses for them have worried many organisations. intel samsung the uk's foreign office and lawrence livermore national laboratories in the us have decided to ban camera phones from their buildings for fear of sensitive information being snapped and leaked. many schools fitness centres and local councils have also banned them over fears about privacy and misuse. italy's information commissioner has also voiced concern and has issued guidelines on where and how the phones can be used. but camera phone fears have not dampened the manufacturers' profits. according to recent figures sony ericsson's profits tripled in the thirdquarter because of new camera phones. over 60 of mobiles sold during the three months through to september featured integrated cameras it said.,2
broadband challenges tv viewing the number of europeans with broadband has exploded over the past 12 months with the web eating into tv viewing habits research suggests. just over 54 million people are hooked up to the net via broadband up from 34 million a year ago according to market analysts nielsennetratings. the total number of people online in europe has broken the 100 million mark. the popularity of the net has meant that many are turning away from tv say analysts jupiter research. it found that a quarter of web users said they spent less time watching tv in favour of the net the report by nielsennetratings found that the number of people with fast internet access had risen by 60 over the past year. the biggest jump was in italy where it rose by 120. britain was close behind with broadband users almost doubling in a year. the growth has been fuelled by lower prices and a wider choice of alwayson fastnet subscription plans. twelve months ago high speed internet users made up just over one third of the audience in europe now they are more than 50 and we expect this number to keep growing said gabrielle prior nielsennetratings analyst. as the number of highspeed surfers grows websites will need to adapt update and enhance their content to retain their visitors and encourage new ones. the total number of europeans online rose by 12 to 100 million over the past year the report showed with the biggest rise in france italy britain and germany. the ability to browse web pages at high speed download files such as music or films and play online games is changing what people do in their spare time. a study by analysts jupiter research suggested that broadband was challenging television viewing habits. in homes with broadband 40 said they were spending less time watching tv. the threat to tv was greatest in countries where broadband was on the up in particular the uk france and spain said the report. it said tv companies faced a major longterm threat over the next five years with broadband predicted to grow from 19 to 37 of households by 2009. yearonyear we are continuing to see a seismic shift in where when and how europe's population consume media for information and entertainment and this has big implications for tv newspaper and radio said jupiter research analyst olivier beauvillian.,2
mallon wades into ne vote battle middlesbrough mayor ray mallon has been drafted in to boost the yes campaign as the north east assembly referendum enters its final week. the former police chief dubbed robocop for his zero tolerance style clashed on thursday with sunderland no campaigner neil herron. mr mallon said an assembly would give local people more of a say over key issues such as transport and crime. but mr herron said north east people did not want or need an assembly. the pair met on the platform at sunderland station as mr mallon toured the region highlighting claimed improvements to transport if the area gets an assembly. but mr herron  who gained fame as one of sunderland's metric martyrs and is running his own no campaign alongside the official north east says no campaign  said he was not convinced by mr mallon's arguments. the reality is that it is not going to deliver he said. labour has had twoandahalf years to convince people of this. if you can't sell a deal in that time it is a bad deal. on wednesday mr mallon provoked fury by branding the official no campaign twobit tories in a confrontation outside its durham headquarters. the campaign is being run by twobit conservatives who are not interested in what happens in the north east they are interested in hitting the labour party over the head he said. mr mallon is a late recruit to the yes campaign after rejecting overtures from no campaigners including he claims tory leader michael howard. most local observers believe the contest is too close to call although little recent polling has been carried out. yes campaign chairman john tomaney said he hoped for a late flurry of votes to boost turnout  something he says will boost their cause. he added the government exerts a lot of political power in the north east. the accountability should be in the north east as well. he also defended the decision to attack the official no campaign's alleged political allegiances. we felt we had to show what people were behind the no campaign  london tory spin doctors. graham robb spokesman for north east says no said the yes campaign's decision to get personal dragged the campaign into the gutter and showed they were rattled. and he hit back at mr mallon's claim that an assembly would improve transport links in the region. it can push paper around but it can not get people moving he said. some 487939 people had returned their ballot papers by wednesday  a turnout of 25.7. the deadline for voting is next thursday 4 november.,0
pompeii gets digital makeover the oldfashioned audio tour of historical places could soon be replaced with computergenerated images that bring the site to life. a european unionfunded project is looking at providing tourists with computeraugmented versions of archaeological attractions. it would allow visitors a glimpse of life as it was originally lived in places such as pompeii. it could pave the way for a new form of cultural tourism. the technology would allow digital people and other computergenerated elements to be combined with the actual view seen by tourists as they walk around an historical site. the lifeplus project is part of the eu's information society technologies initiative aimed at promoting userfriendly technology and enhancing european cultural heritage. engineers and researchers working in the europewide consortium have come up with a prototype augmentedreality system. it would require the visitor to wear a headmounted display with a miniature camera and a backpack computer. the camera captures the view and feeds it to software on the computer where the visitor's viewpoint is combined with animated virtual elements. at pompeii for example the visitor would not just see the frescos taverns and villas that have been excavated but also people going about their daily life. augmented reality has been used to create special effects in films such as troy and lord of the rings and in computer gaming. this technology can now be used for much more than just computer games said professor nadia magnenatthalman of the swiss research group miralab. we are for the first time able to run this combination of software processes to create walking talking people with believable clothing skin and hair in realtime she said. unlike virtual reality which delivers an entirely computergenerated scene to the viewer the lifeplus project is about combining digital and real views. crucial to the technique is the software that interprets the visitor's view and provides an accurate match between the real and virtual elements. the software capable of doing this has been developed by a uk company 2d3. andrew stoddart chief scientist at 2d3 said that the eu project has been driven by a new desire to bring the past to life. the popularity of television documentaries and dramatisations using computergenerated imagery to recreate scenes from ancient history demonstrates the widespread appeal of bringing ancient cultures to life he said.,2
attack prompts bush site block the official reelection site of president george w bush is blocking visits from overseas users for security reasons. the blocking began early on monday so those outside the us and trying to view the site got a message saying they are not authorised to view it. but keen net users have shown that the policy is not being very effective. many have found that the site can still be viewed by overseas browsers via several alternative net addresses. the policy of trying to stop overseas visitors viewing the site is thought to have been adopted in response to an attack on the georgewbush.com website. scott stanzel a spokesman for the bushcheney campaign said the measure was taken for security reasons. he declined to elaborate any further on the blocking policy. the barring of nonus visitors has led to the campaign being inundated with calls and forced it to make a statement about why the blocking was taking place. in early october a socalled denial of service attack was mounted on the site that bombarded it with data from thousands of pcs. the attack made the site unusable for about five hours. about the same time the web team of the bushcheney campaign started using the services of a company called akamai that helps websites deal with the ebbs and flows of visitor traffic. akamai uses a webbased tool called edgescape that lets its customers work out where visitors are based. typically this tool is used to ensure that webpages video and images load quickly but it can also be used to block traffic. geographic blocking works because the numerical addresses that the net uses to organise itself are handed out on a regional basis. readers of the boingboing weblog have found that viewers can still get at the site by using alternative forms of the george w bush domain name. ironically one of the working alternatives is for a supposedly more secure version of the site. there are now at least three working alternative domains for the bushcheney campaign that let web users outside the us visit the site. the site can also be seen using anonymous proxy services that are based in the us. some web users in canada also report that they can browse the site. the international exclusion zone around georgewbush.com was spotted by net monitoring firm netcraft which keeps an eye on traffic patterns across many different sites. netcraft said that since the early hours of 25 october attempts to view the site through its monitoring stations in london amsterdam and sydney have failed. by contrast netcraft's four monitoring stations in the us managed to view the site with no problems. data gathered by netcraft on the pattern of traffic to the site shows that the blocking is not the result of another denial of service attack. mike prettejohn netcraft president speculated that the blocking decision might have been taken to cut costs and traffic in the runup to the election on 2 november. he said the site may see no reason to distribute content to people who will not be voting next week. managing traffic could also be a good way to ensure that the site stays working in the closing days of the election campaign. however simply blocking nonus visitors also means that americans overseas are barred too. most american soldiers stationed overseas will be able to see the site as they use the us military's own portion of the net. akamai declined to comment saying it could not talk about customer websites.,2
'brainwave' cap controls computer a team of us researchers has shown that controlling devices with the brain is a step closer. four people two of them partly paralysed wheelchair users successfully moved a computer cursor while wearing a cap with 64 electrodes. previous research has shown that monkeys can control a computer with electrodes implanted into their brain. the new york team reported their findings in the proceedings of the national academy of sciences. the results show that people can learn to use scalprecorded electroencephalogram rhythms to control rapid and accurate movement of a cursor in two directions said jonathan wolpaw and dennis mcfarlane. the research team from new york state department of health and state university of new york in albany said the research was another step towards people controlling wheelchairs or other electronic devices by thought. the four people faced a large video screen wearing a special cap which meant no surgery or implantation was needed. brain activity produces electrical signals that can be read by electrodes. complex algorithms then translate those signals into instructions to direct the computer. such brain activity does not require the use of any nerves of muscles so people with stroke or spinal cord injuries could use the cap effectively. the impressive noninvasive multidimensional control achieved in the present study suggests that a noninvasive brain control interface could support clinically useful operation of a robotic arm a motorised wheelchair or a neuroprosthesis said the researchers. the four volunteers also showed that they could get better at controlling the cursor the more times they tried. although the two partiallyparalysed people performed better overall the researchers said this could be because their brains were more used to adapting or that they were simply more motivated. it is not the first time researchers have had this sort of success in braincontrol experiments. some teams have used eye motion and other recording techniques. earlier this year a team at the mit media labs europe demonstrated a wireless cap which read brain waves to control a computer character.,2
mandelson warning to bbc the bbc should steer away from demonising exdowning street media chief alastair campbell peter mandelson has said. the european commissioner and former labour minister was speaking amid claims that mr campbell is part of a labour dirty tricks campaign. that charge was denied by mr mandelson who said the tories were afraid of mr campbell's campaigning skills. he warned the bbc that attacking mr campbell had brought it trouble before. that was a reference to the hutton inquiry following a bbc story claiming downing street sexed up iraq's weapons of mass destruction dossier. the affair prompted the resignation of bbc chairman gavyn davies directorgeneral greg dyke and reporter andrew gilligan. labour has attracted media criticism for using new freedom of information laws to dig up information about tory leader michael howard's past. mr mandelson a former labour communications director told bbc radio 4's today programme i understand why the tories will be gunning for alastair campbell because they fear his campaigning skills. what i understand less is why the bbc should be joining with the tories in driving that agenda. in my experience of these things parties which shout about dirty tricks and the like tend to do so because they fear a direct hit in some vulnerable part of their political anatomy. i suggest the bbc concentrates on the issues and helps the public to understand the policies and the choices that are at stake in the election rather than engages in the process politics the trivialisation of the campaign. i think the bbc would be much better advised to leave all this stuff well alone concentrate on the issues as i say not resume their demonisation of alastair campbell  we all know where that led before. mr campbell is acting as an adviser for labour which denies engaging in personal campaigning. conservative cochairman liam fox said mr campbell's return and labour poster plans attacking mr howard  recently withdrawn from the party's website  were a sign of abusive politics. the government despite the fact that they would say want to go forward not back seem intent on talking about history rather than their own record or even more importantly about the future he said on sunday. labour peer baroness kennedy who is chairing the power inquiry into political disengagement said people already thought politicians engaged in dirty tricks. this feeling of distrust is going to be enlarged if this campaigning on all sides is conducted in the way that it looks as if it just might she said.,0
mobile games come of age the bbc news website takes a look at how games on mobile phones are maturing. a brief roundup follows but you can skip straight to the reviews by clicking on the links below. if you think of snake when some mentions mobile games then you could be in for a bit of a surprise. this is because mobile games have come a long way in a very short time. even before nokia's ngage game phone launched in late 2003 many mobile operators were realising that there was an audience looking for something to play on their handset. and given that many more people own handsets than own portable game playing gadgets such as the gameboy it could be a very lucrative market. that audience includes commuters wanting something to fill their time on the way home game fans looking for a bit of variety and hard core gamers who like to play every moment they can. life for all these types of player has got immeasurably better in the last year as the numbers of titles you can download to your phone has snowballed. now sites such as wireless gaming review list more than 200 different titles for some uk networks and the ranges suit every possible taste. there are ports of pc and arcade classics such as space invaders lunar lander and bejewelled. there are also versions of titles such as colin mcrae rally that you typically find on pcs and consoles. there are shootemups adventure games strategy titles and many novel games only found on handsets. rarely now does an action movie launch without a mobile game tiein. increasingly such launches are all part of the promotional campaign for a film understandable when you realise that a good game can rack up millions of downloads. the returns can be pretty good when you consider that some games cost 5. what has also helped games on mobiles thrive is the fact that it is easier than ever to get hold of them thanks to technology known as wap push. by sending a text message to a game maker you can have the title downloaded to your handset. far better than having to navigate through the menus of most mobile operator portals. the number of handsets that can play games has grown hugely too. almost half of all phones now have java onboard meaning that they can play the increasingly sophisticated games that are available  even the ones that use 3d graphics. the minimum technology specifications that phones should adhere to are getting more sophisticated which means that games are too. now double key presses are possible making familiar tactics such as moving and strafing a real option. the processing power on handsets means that physics on mobile games is getting more convincing and the graphics are improving too. some game makers are also starting to take advantage of the extra capabilities in a mobile. many titles particularly racing games let you upload your best time to see how you compare to others. usually you can get hold of their best time and race against a ghost or shadow to see if you can beat them. a few games also let you take on people in real time via the network or if you are sitting close to them via bluetooth shortrange radio technology. with so much going on it is hard to do justice to the sheer diversity of what is happening. but these two features should help point you in the direction of the game makers and give you an idea of where to look and how to get playing. too fast too furious digital bridges as soon as i start playing this i remember why i never play driving games  because i'm rubbish at them. no matter if i drive the car via joystick or keypad i just cannot get the hang of braking for corners or timing a rush to pass other drivers. the game rewards replay because to advance you have to complete every section within a time limit. winning gives you cash for upgrades. graphically the rolling road is a convincing enough evocation of speed as the palm trees and cactus whip by and the city scrolls past in the background. the cars handle pretty well despite my uselessness but it was not clear if the different models of cars were appreciably different on the track. the only niggle was that the interface was a bit confusing especially when using a joystick rather than the keypad to play. fatal force macrospace a futuristic shooter that lets you either play various deathmatch modes against your phone or run through a series of scenarios that involves killing aliens invading earth. graphics are a bit cartoonlike but only helps to make clear what is going on and levels are well laid out and encourage you to leap about exploring. both background music and sounds effects work well. the scenarios are well scripted and you regularly get hints from the fatal force commanders. weapons include flamethrowers rocket launchers grenades and at a couple of points you even get chance to use a mech for a short while. with the right powerup you can go into a matrixstyle bullet time to cope with the onslaught of aliens. the game lets you play via bluetooth if others are in range. online the game has quite a following with clans player rankings and even new downloadable maps.,2
tory backing for id cards the tories are to back controversial government plans to introduce id cards. the shadow cabinet revealed its support ahead of next week's commons vote on a bill to introduce compulsory id. the decision follows a tough meeting where some senior tories argued vociferously against the move party sources told the bbc. the bill which ministers claim will tackle crime terrorism and illegal immigration is expected to be opposed by the liberal democrats. they have said the scheme is deeply flawed and a waste of money. sources within the conservative party told the bbc michael howard has always been in favour of id cards and tried to introduce them when he was home secretary. the party has been agnostic on the issue until now but had now decided to come off the fence the tory source said. despite giving their backing to id cards the conservatives insisted they would hold ministers to account over the precise purpose of the scheme. they said they would also press labour over whether objectives could be met and whether the home office would deliver them. and they pledged to assess the cost effectiveness of id cards and whether people's privacy would be properly protected. it is important to remember that this bill will take a decade to come into full effect a spokesman said. it will do nothing to solve the immediate problems of rising crime and uncontrolled immigration. lib dem home affairs spokesman mark oaten said this has all the signs of michael howard overruling colleagues' concerns over id cards. the tories should have the courage to try and change public opinion not follow it. the new chairman of the bar council guy mansfield qc warned there was a real risk that people on the margins of society would be driven into the hands of extremists. what is going to happen to young asian men when there has been a bomb gone off somewhere they are going to be stopped. if they haven't id cards they are going to be detained.,0
souness delight at euro progress boss graeme souness felt newcastle were never really in danger of going out of the uefa cup against heerenveen. an early own goal followed by an alan shearer strike earned them a 21 win and a place in the uefa cup last 16. obviously with winning in the first leg it gave us a great advantage he said after the 42 aggregate victory. we got our goals early and in the minds of some players the job was done but then they got a goal and perhaps made us a bit nervous. shearer's goal moved him within 12 of jackie milburn's club scoring record of 200 for the magpies. but souness said he did not think beating the record would have any bearing on his decision to retire at the end of the season. i think if he got it this year he would want to stay next year anyway he added. he struck the ball very well  he always has done  and i think it was the power and pace that beat the goalkeeper. souness also paid tribute to laurent robert who was at the heart of much of united's attacking play. in the first half he did really well and did everything you want from a wide player. more of the same in future please he said.,1
holmes urged to compete at worlds jolanda ceplak has urged britain's kelly holmes to continue competing at the major championships. double olympic gold medallist holmes has strongly hinted she will not run in this year's worlds and is undecided about next month's european indoors. but world indoor 800m record holder ceplak said there is never an easy race when she is in the field. there is only excitement at what might happen. it is good for the sport. she always fetches the best out of everyone. ceplak has been a great rival of holmes' during the briton's career and the pair fell out when holmes questioned the manner of the slovenian's runaway 800m victory at the 2002 european championships. but the controversy has since been forgotten with ceplak acting as pacemaker for holmes' failed attempt on the british indoor 1500m record at the norwich union grand prix in birmingham in 2003. ceplak added i like running against her  you know the race is always going to be fast. that is the sort of competition that i like. she is special to me. she was like my idol from the beginning of my career. meanwhile ceplak will be looking to follow up last saturday's win in boston with a fast time and victory in friday's night of athletics in erfurt germany. britain's jason gardener had been expected to defend his 60m title in erfurt but instead he will save himself for a competition in leipzig on sunday. gardener's decision means scotland's 400m man ian mackie will carry british hopes in what looks sure to be a tough preparation for next weekend's norwich union european trials in sheffield.,1
desailly backs blues revenge trip marcel desailly insists there is no chance of history repeating itself when chelsea take on barcelona on wednesday. the french star was part of the chelsea side crushed 51 at the nou camp in the champions league quarterfinal second leg in 2000. things will be totally different this time he told bbc sport. now everyone knows about chelsea and is a little bit afraid of them. they are one of the major clubs in europe and the pressure will be on barcelona. chelsea have not played barcelona since that quarterfinal tie five years ago. the blues had looked destined to progress after winning the first leg at stamford bridge 31 courtesy of two goals from tore andre flo and one by gianfranco zola. but they collapsed in the second leg going down to strikes from rivaldo 2 luis figo dani and patrick kluivert. former chelsea captain desailly who is now playing for algharafa in qatar says there is no comparison between that side and the current blues team who are top of the premiership. mentally they are much stronger even though a lot of their players are young the 36yearold said. we made some mistakes at the nou camp in 2000  a lot of them were individual mistakes. it would not happen now. this team has a new motivation and a different mentality. world cup winner desailly saw huge changes during his time at stamford bridge. he was signed for 4.6m from ac milan in 1998 by ruud gullit and went on to play under gianluca vialli and claudio ranieri. but the biggest change occurred when billionaire roman abramovich bought the club in 2003. desailly says the russian's arrival helped to instil a winning mentality at the club as well as a demand for success. the whole of chelsea is different now  the chairman the manager and all the players he said. everything is new and there is a huge determination to win. since that game in 2000 chelsea have gained more experience in europe and were very close to reaching the champions league final last season. desailly is one of the most decorated players in the history of football. he won the 1998 world cup and 2000 european championship with france the champions league in 1993 with marseilles and 1994 with ac milan two serie a titles and the fa cup in 2000 with chelsea. he is now winding down his career in qatar alongside the likes of frank lebeouf josep guardiola titi camara gabriel batistuta and christophe dugarry. so he is full of admiration for two of his colleagues from the great milan side of the mid90s who are likely to line up against manchester united on wednesday  paolo maldini and alessandro costacurta. i'm happy that they have managed to play so long at a high level he said. i made a vow to costacurta that as long as he plays i will continue to play. and it's amazing that paolo has managed to play at such a high level for such a long time.,1
end bush 'denial' blair tells eu tony blair is urging european leaders to wake up from their state of denial over president bush's reelection. america has spoken. the rest of the world should listen the prime minister said in an interview with the times newspaper published on friday. mr blair is at a summit in brussels where iraq and european justice and immigration plans are on the agenda. french president jacques chirac reacted to his warning by saying europe instead needed to reinforce its own unity. mr blair has probably been closer to president bush than any other european leader. he said some people were in a sort of state of denial about the us election result but predicted a more receptive mood would emerge soon. america needed to listen to the world too he said. the fact is that president bush is there for four years. he is there because the american people have chosen him he argued. he also made clear he intended to take seriously what he perceives as his role in bringing the two continents together. britain was uniquely placed to make out the common ground because of its strong alliance with the us he suggested. he admitted he had gone to bed at 2230gmt well before the american polls closed thinking mr kerry might have won. he woke up at 0530gmt to discover mr bush had won but declined to say if he was pleased with the eventual result. his words about president bush met a cool reception from jacques chirac. the french president told reporters europe today has more than ever the need the necessity to reinforce itself and its dynamism and unity. that is the goal of the constitution in a world that is more multipolar than ever. mr chirac will miss an address to the summit from iraqi interim leader iyad allawi who this week criticised nations which took a spectator role to iraq's reconstruction. mr chirac denied there was any snub  he is going to a memorial service for the united arab emirates' late leader and says he would be happy to meet mr allawi. he also signed a communiqu233 stressing the eu's commitment to securing a stable and unified iraq. the eu also confirmed a new 21m aid package. the communiqu233 congratulated president bush on his victory and stressed the importance of good transatlantic relations. the summit is also expected to agree changes to streamline european asylum and immigration decisions. mr blair recently said the uk would only participate in euwide measures where it was in uk interests but the tories say he is surrendering a key veto. the meeting will also assess progress on the economic reform plans agreed in lisbon in 2000 to make europe more competitive.,0
security warning over 'fbi virus' the us federal bureau of investigation is warning that a computer virus is being spread via emails that purport to be from the fbi. the emails show that they have come from an fbi.gov address and tell recipients that they have accessed illegal websites. the messages warn that their internet use has been monitored by the fbi's internet fraud complaint center. an attachment in the email contains the virus the fbi said. the message asks recipients to click on the attachment and answer some questions about their internet use. but rather than being a questionnaire the attachment contains a virus that infects the recipient's computer according to the agency. it is not clear what the virus does once it has infected a computer. users are warned never to open attachment from unsolicited emails or from people they do not know. recipients of this or similar solicitations should know that the fbi does not engage in the practice of sending unsolicited emails to the public in this manner the fbi said in a statement. the bureau is investigating the phoney emails. the agency earlier this month shut down fbi.gov accounts used to communicate with the public because of a security breach. a spokeswoman said the two incidents appear to be unrelated.,2
ukip candidate suspended eurosceptic party ukip have suspended a candidate for allegedly suggesting the criminally insane should be killed. john houston 54 was due to stand in the east kilbride seat in lanarkshire at the next election. but he was suspended after his reported views including the return of the british empire were sent to two scottish newspapers. ukip spokesman mark croucher said those who selected mr houston knew nothing of his views. the episode comes at a difficult time for ukip soon after the highprofile departure of mep robert kilroysilk. mr houston is alleged to have said that the organs of the criminally insane should be made available to lawabiding members of the community and proposed the legalisation of drugs and the sex trade. the document reportedly said we're looking for the resurrection of the british empire. the problems for the human race  environmental and others  can only be dealt with on a global scale and that calls for a radical alliance of the englishspeaking nations which they are uniquely able to do. mr croucher said the main issue would be that mr houston's reported views had been presented as ukip policy which they were not. he said they might have been submissions to a committee working on the party's manifesto but would not have been matched to mr houston when he was standing to become a candidate. he told bbc news he appears to have said these things. we have suspended him as a member and as a candidate. by all accounts none of this was mentioned at his selection meeting. it is simply a distraction from the task in hand the eu constitution not individual idiocies. mr houston was quoted in the herald newspaper saying i feel ukip have overreacted and overshot the runway. peter nielson who is ukip scotland chairman said he had suspended mr houston on friday night. he will remain suspended while the matter is being investigated and then we will decide if and what further action will be taken. he said that any evidence would be looked into and mr houston may be interviewed by the party. he added i can't comment too much at the moment i have one version from him but i haven't seen the papers yet.,0
radcliffe eyes hard line on drugs paula radcliffe has called for all athletes found guilty on drugs charges to be treated as criminals. the marathon world record holder believes more needs to be done to rid athletics of the suspicions and innuendoes which greet any fast time. doping in sport is a criminal offence and should be treated as such the 30yearold told the sunday times. it not only cheats other athletes but also cheats promoters sponsors and the general public. radcliffe's comments come at a time when several american sports stars are under suspicion of steroid use. being caught in possession of a performanceenhancing drugs should carry a penalty she added. the current system does not detect many of the substances being abused by athletes. this means that often athletes do not know if they are competing on a level playing field if their hard work and sacrifice is being trumped by an easier scientific route. often when an athlete puts in a good performance they are subjected to suspicions and innuendoes instead of praise. having been on the receiving end of accusations like this i can testify as to how much this hurts.,1
